,x,y,z,qx,qy,qz,qw,type,map
0,-61.9388504028,-125.117736816,0.6786673069,-0.00215812093501,-0.0206939938559,-0.622164603281,0.782609933208,1.0,1.0
1,-61.8173751831,-126.149200439,0.720001041889,-0.00460752375006,-0.0205526412724,-0.665268354027,0.746307159815,1.0,1.0
2,-61.7929191589,-127.204673767,0.715084135532,-0.000600448152197,-0.0166795637127,-0.697717491021,0.716178563166,1.0,1.0
3,-61.7884368896,-128.228164673,0.751617431641,-0.0163940852095,-0.0295613917406,-0.68538354498,0.727397246598,1.0,1.0
4,-61.7954559326,-129.265365601,0.835844695568,-0.0117082127479,-0.0277156799878,-0.703482263119,0.710075675062,1.0,1.0
5,-61.8323936462,-130.396484375,0.861333608627,-0.0289388329682,-0.0337923068748,-0.725075000776,0.687231305451,1.0,1.0
6,-61.893157959,-131.433578491,0.876231372356,-0.0336122440372,-0.0313671117138,-0.727146083628,0.684941526276,1.0,1.0
7,-61.9613380432,-132.445617676,0.930068850517,-0.0252716455634,-0.0175731632778,-0.714930045708,0.698518115447,1.0,1.0
8,-61.9583816528,-133.477203369,0.954762935638,-0.024995756167,-0.0197709836902,-0.689887469538,0.723214767377,1.0,1.0
9,-61.9019508362,-134.500045776,1.02854514122,-0.0249986963177,-0.0168211877953,-0.684496990822,0.728392739104,1.0,1.0
10,-61.8436279297,-135.63482666,1.08169162273,-0.0320414899877,-0.0226154926955,-0.660783706864,0.749551049064,1.0,1.0
11,-61.6580886841,-136.646636963,1.12854897976,-0.0359420934065,-0.0185791169029,-0.623718497699,0.780601190087,1.0,1.0
12,-61.3483581543,-137.721664429,1.16627776623,-0.036752462093,-0.0264734066471,-0.602938172848,0.796501082858,1.0,1.0
13,-61.0381507874,-138.678237915,1.29631853104,-0.0262454820349,-0.0253675234647,-0.521125802649,0.852698986301,1.0,1.0
14,-60.4520454407,-139.61378479,1.33747529984,-0.0215793870973,-0.023127776928,-0.445012334436,0.894965618439,1.0,1.0
15,-59.7660293579,-140.362243652,1.4536896944,-0.0252386960309,-0.0215262859846,-0.395588882664,0.917828449737,1.0,1.0
16,-58.9829673767,-141.062286377,1.42182421684,-0.0157914337411,-0.0164904279116,-0.315205823212,0.948748641855,1.0,1.0
17,-58.1374053955,-141.664031982,1.46772694588,-0.0142048604188,-0.0201986330954,-0.281487102126,0.959247230123,1.0,1.0
18,-57.3103713989,-142.297988892,1.39685058594,-0.00720534733454,-0.020158479594,-0.286876727802,0.957728281777,1.0,1.0
19,-56.3849334717,-142.741363525,1.54776573181,-0.000190106035338,-0.0169986894483,-0.181008380702,0.983334619818,1.0,1.0
20,-55.4733734131,-143.197235107,1.49813067913,-0.0163814626523,-0.0157686381114,-0.20589179769,0.978310566935,1.0,1.0
21,-54.5081558228,-143.538406372,1.57835030556,-0.024183322591,-0.0188859675257,-0.109705083059,0.993490453849,1.0,1.0
22,-53.4724311829,-143.653640747,1.5867036581,-0.0209662414516,-0.0152140428586,-0.0533186231277,0.998241490846,1.0,1.0
23,-52.4471244812,-143.769561768,1.58989226818,-0.037058842262,-0.000266197776509,-0.0541073090134,0.997847167887,1.0,1.0
24,-51.3609580994,-143.903213501,1.58761274815,-0.0329691634681,-0.0189183623705,-0.000995603514974,0.999276807796,1.0,1.0
