,x,y,z,qx,qy,qz,qw,type,map
0,-0.0402232653779,78.303674032,5.26292884169,-0.00355212008392,0.00353125185271,-0.699928979559,0.714229198085,1.0,1.0
1,0.100883949889,77.2939242754,5.25802555473,0.000213524680332,-0.00171715148766,-0.662487701301,0.749058993996,1.0,1.0
2,0.312987778055,76.2672004862,5.25507237865,0.00151888598452,-0.00321896203507,-0.623688102938,0.781644107564,1.0,1.0
3,0.511564537187,75.2369018721,5.24932753415,0.00151871193438,-0.00646260710077,-0.620164745339,0.784458754524,1.0,1.0
4,0.675689485069,74.2260505174,5.22824879542,0.00675873804773,-0.000305006946549,-0.629142105909,0.777254187261,1.0,1.0
5,0.83851885221,73.2203710077,5.2059496144,0.00640520039952,0.00504821070488,-0.65823184412,0.752771688509,1.0,1.0
10,0.681066454663,68.0931605195,5.11401205828,0.00573117630085,-0.00108690335421,-0.737031644062,0.67584327608,1.0,1.0
15,0.269679576523,63.0387275328,5.07716327447,-0.00225443992253,5.12996183006e-05,-0.733906862693,0.679270015864,1.0,1.0
20,0.109481496071,57.9308953091,5.09676563815,0.00289259156727,-0.0113588725207,-0.748744663595,0.662743740162,1.0,1.0
25,-0.670539795987,52.8929199596,5.10234858704,-0.0118516006854,0.00430942985504,-0.776581335337,0.629883600109,1.0,1.0
30,-1.31963924226,47.8953254821,5.12049790264,-0.00946101534827,0.000311681180232,-0.707622932368,0.70649109042,1.0,1.0
35,-1.4964666623,42.8064140872,5.17292574427,-0.0075766079368,-0.00796028040168,-0.727429966878,0.686052238739,1.0,1.0
40,-1.97580182095,37.6954509963,5.24153871304,-0.00199639433263,-0.0106568010122,-0.762055280703,0.647454174025,1.0,1.0
45,-2.31966550996,32.6356334121,5.28508281856,-0.00225109411261,-0.00491710363506,-0.736219235445,0.676735433859,1.0,1.0
50,-2.62302789616,27.5757878493,5.30603786217,-0.00149868215247,-0.00455091704015,-0.723506654733,0.69028189222,1.0,1.0
55,-3.01092621018,22.3438043971,5.34128862095,-0.00517831490952,-0.00519879373525,-0.722257824111,0.691593206227,1.0,1.0
60,-3.17967254054,17.2400327425,5.36860884887,0.00125880050666,-0.00774041161271,-0.745617513434,0.66632468968,1.0,1.0
65,-3.54122199099,12.0420074059,5.45046662354,-0.0101553480972,-0.0161840841945,-0.745477516127,0.666218693583,1.0,1.0
70,-3.15532793998,6.93793576474,5.58027067939,0.0316158000399,-0.0095336717902,-0.698396620745,0.714971633519,1.0,1.0
75,-3.0999803564,1.89007813285,5.51828323575,0.00477748223503,-0.0279911138067,-0.698453780757,0.715105466151,1.0,1.0
76,-3.09964162311,0.87193498222,5.55156369277,0.00579778121146,-0.0330023573071,-0.698997198944,0.714326469524,1.0,1.0
77,-3.34146880466,-0.133908265263,5.53874232394,0.00799576020457,-0.0166321082302,-0.742319605076,0.669768264133,1.0,1.0
78,-3.7045254229,-1.07814357002,5.5243154737,-0.00157578818117,-0.0144345417728,-0.708782679002,0.705267681611,1.0,1.0
79,-4.02872507852,-2.02768795019,5.4909423327,0.00143971220168,-0.0148488720206,-0.666854060479,0.745037189458,1.0,1.0
80,-4.17205819002,-3.03384123397,5.5724617862,-0.019061133838,-0.0232116605655,-0.77623188082,0.629755281211,1.0,1.0
83,-4.89082457902,-6.01545236417,5.6707703618,0.00911074232548,-0.0273818810819,-0.653822125761,0.756057187705,1.0,1.0
88,-4.73000720852,-11.1453082824,5.66065294455,0.00406320470502,0.0039518370757,-0.699220616935,0.714876046296,1.0,1.0
89,-4.73627193148,-12.1739594083,5.62850290098,0.00781170021714,0.00788442750082,-0.700259426584,0.713804801992,1.0,1.0
90,-4.72624286592,-13.1812138782,5.59573570218,0.00449223700565,0.00822807216802,-0.705961786012,0.708215828295,1.0,1.0
95,-5.27058429679,-18.2353387293,5.45978468622,0.00240255070547,0.00847064999327,-0.720466643565,0.693450064452,1.0,1.0
